10701,ILC(TRIP),DEFAULT,ALL,"ILCTELUK JAMBE TIMUR","ILCTELUK JAMBE(R1)"
10702,ILC(TRIP_ONCALL),DEFAULT,ALL,"ILCKELAPA GADING","ILCTELUK JAMBE TIMUR"
10712,INL_MDN(TRIP_ONCALL),DEFAULT,ALL,"INLBOSAR MALIGAS",INLTEBING
10756,INS_SBY(TRIP_ONCALL),DEFAULT,ALL,INSKEJAYAN(1P),"INSWONOSARI GUNUNG KIDUL"
10763,INS_SBY(TRIP_ONCALL),DEFAULT,ALL,INSKEJAYAN(1P),"INSSIDOREJO SALATIGA"
10769,IPI(TRIP_ONCALL),DEFAULT,ALL,"IPICIKARANG UTARA",IPIPINANG
10773,IPI(TRIP_ONCALL),DEFAULT,ALL,"IPICIKARANG UTARA",IPIBEJI
10786,IPI(TRIP_ONCALL),DEFAULT,ALL,"IPICIKARANG UTARA","IPIPONDOK AREN"
10787,IPI(TRIP_ONCALL),DEFAULT,ALL,"IPICIKARANG UTARA","IPIPONDOK AREN"
10788,IPI(TRIP_ONCALL),DEFAULT,ALL,"IPICIKARANG UTARA",IPIBEJI
10789,IPI(TRIP_ONCALL),DEFAULT,ALL,"IPICIKARANG UTARA(1P)",IPISEWON
10790,IPI(TRIP_ONCALL),DEFAULT,ALL,"IPICIKARANG UTARA",IPIPINANG
10793,ISC(TRIP_ONCALL),DEFAULT,ALL,"ISCSAWAH BESAR",ISCCITEUREUP
11694,KFI_SMG(TRIP),DEFAULT,ALL,KFISAYUNG(1P),"KFITALANG KELAPA"
11718,KFI_SMG(TRIP),DEFAULT,ALL,KFISAYUNG(1P),"KFIMEDAN TEMBUNG"
11720,KFI_SMG(TRIP),DEFAULT,ALL,KFISAYUNG(1P),"KFIPADANG SIDEMPUAN TENGGARA"
11722,KFI_SMG(TRIP),DEFAULT,ALL,KFISAYUNG(1P),"KFIPAYUNG SEKAKI"
11819,KMI(TRIP_ONCALL),DEFAULT,ALL,KMICARINGIN,"KMIKUTA UTARA"
11821,KMI(TRIP_ONCALL),DEFAULT,ALL,KMICARINGIN,"KMIKUTA UTARA"
11885,KMI(TRIP_ONCALL),DEFAULT,ALL,KMICARINGIN,"KMIKUTA UTARA"
11896,KMI(TRIP_ONCALL),DEFAULT,ALL,KMICARINGIN,"KMIKUTA UTARA"
11970,KMI(TRIP_ONCALL),DEFAULT,ALL,KMICARINGIN,"KMIKUTA UTARA"
12071,KMI(TRIP_ONCALL),DEFAULT,ALL,KMICARINGIN,"KMIKUTA UTARA"
12296,LNX(RENTAL),DEFAULT,ALL,ANYWHERE,ANYWHERE
12297,LNX(RENTAL_VARIABLE),DEFAULT,ALL,"LNXIAMI ISUZU",LNXCHANDRA(CNC)
12301,LNX(RENTAL_VARIABLE),DEFAULT,ALL,"LNXIAMI ISUZU",LNXCHANDRA(CNC)
12302,LNX(RENTAL_VARIABLE),DEFAULT,ALL,"LNXIAMI ISUZU",LNXCITRA(CNK)
12311,LNX(RENTAL_VARIABLE),DEFAULT,ALL,"LNXIAMI ISUZU",LNXYAZAKI(SUAI)
12320,LNX(RENTAL_VARIABLE),DEFAULT,ALL,"LNXIAMI ISUZU",LNXCITRA(CNK)
12322,LNX(RENTAL_VARIABLE),DEFAULT,ALL,"LNXIAMI ISUZU",LNXYAZAKI(SUAI)
12328,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCITEUREUP
12329,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCITEUREUP
12360,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLCIKARANG TIMUR"
12402,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLTAMBUN
12410,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCAMPAKA
12418,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCILEUNGSI
12434,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLSUKADIRI
12449,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLTELUK JAMBE TIMUR"
12459,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCILEUNGSI
12464,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLCIKARANG TIMUR"
12465,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLPANONGAN
12478,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLTAMBUN SELATAN"
12486,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLTAMBUN SELATAN"
12501,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLTAMBUN
12511,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLTAMBUN SELATAN"
12536,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLKARAWANG TIMUR"
12593,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLTELUK JAMBE TIMUR"
12594,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLTELUK JAMBE TIMUR"
12610,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLCIKARANG TIMUR"
12611,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLKARAWANG TIMUR"
12612,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLKARAWANG TIMUR"
12615,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCILEUNGSI
12634,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCAMPAKA
12635,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCAMPAKA
12645,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLTAMBUN
12653,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCITEUREUP
12667,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLSUKADIRI
12668,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLSUKADIRI
12669,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLPANONGAN
12670,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLPANONGAN
12673,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLTELUK JAMBE TIMUR","LTLCIKARANG BARAT"
12721,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLTELUK JAMBE TIMUR","LTLCIKARANG BARAT"
12731,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLTELUK JAMBE TIMUR","LTLCIKARANG BARAT"
12743,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLTELUK JAMBE TIMUR","LTLCIKARANG BARAT"
12752,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLTELUK JAMBE TIMUR","LTLCIKARANG BARAT"
12759,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCITEUREUP
12772,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLSUKADIRI
12773,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLPANONGAN
12774,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLPANONGAN
12779,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLTELUK JAMBE TIMUR","LTLCIKARANG BARAT"
12826,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLTELUK JAMBE TIMUR"
12827,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLTELUK JAMBE TIMUR"
12844,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLCIKARANG TIMUR"
12845,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLKARAWANG TIMUR"
12846,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLKARAWANG TIMUR"
12849,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCILEUNGSI
12869,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCAMPAKA
12870,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCAMPAKA
12871,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLSUKADIRI
12879,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLTAMBUN
12897,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLKARAWANG TIMUR"
12947,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCILEUNGSI
12952,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLCIKARANG TIMUR"
12953,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLPANONGAN
12966,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLTAMBUN SELATAN"
12975,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLTAMBUN SELATAN"
12990,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLTAMBUN
13001,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLTAMBUN SELATAN"
13018,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLTAMBUN
13026,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCAMPAKA
13034,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCILEUNGSI
13050,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLSUKADIRI
13065,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLTELUK JAMBE TIMUR"
13074,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCITEUREUP
13075,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCITEUREUP
13106,LTL(KG2000-4000OWN),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLCIKARANG TIMUR"
13137,LTL(RENTAL),DEFAULT,ALL,ANYWHERE,ANYWHERE
13138,LTL(RENTAL),DEFAULT,ALL,ANYWHERE,ANYWHERE
13141,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLTELUK JAMBE TIMUR","LTLBANDUNG KULON"
13144,LTL(TRIP_ONCALL),DEFAULT,ALL,LTLCILINCING,"LTLKARAWANG TIMUR"
13153,LTL(TRIP_ONCALL),DEFAULT,ALL,LTLCILINCING,LTLCAMPAKA
13162,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLDAWUAN MAJALENGKA"
13164,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT(OS)",LTLBATUCEPER(OS)
13165,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLDAWUAN MAJALENGKA"
13166,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLDAWUAN MAJALENGKA"
13179,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLTELUK JAMBE TIMUR",LTLCIKANDE
13183,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLTELUK JAMBE TIMUR","LTLCIMAHI SELATAN"
13184,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLTELUK JAMBE TIMUR","LTLBANDUNG KULON"
13222,LTL(TRIP_ONCALL),DEFAULT,ALL,LTLCILEUNGSI,"LTLCIKARANG BARAT(BL)"
13230,LTL(TRIP_ONCALL),DEFAULT,ALL,LTLCILEUNGSI,"LTLCIKARANG BARAT"
13238,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLTELUK JAMBE TIMUR","LTLCIKARANG BARAT"
13242,LTL(TRIP_ONCALL),DEFAULT,ALL,LTLCILINCING,LTLCILEUNGSI
13243,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLTELUK JAMBE TIMUR","LTLCIKARANG BARAT(BL)"
13316,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLTELUK JAMBE TIMUR","LTLCIKARANG BARAT"
13318,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLTELUK JAMBE TIMUR","LTLCIKARANG BARAT"
13455,LTL(TRIP_ONCALL),DEFAULT,ALL,LTLCILINCING,"LTLTELUK JAMBE TIMUR"
13456,LTL(TRIP_ONCALL),DEFAULT,ALL,LTLCILINCING,"LTLTELUK JAMBE TIMUR"
13460,LTL(TRIP_ONCALL),DEFAULT,ALL,LTLCILINCING,"LTLTELUK JAMBE TIMUR"
13494,LTL(TRIP_ONCALL),DEFAULT,ALL,LTLCILINCING,"LTLTELUK JAMBE TIMUR"
13501,LTL(TRIP_ONCALL),DEFAULT,ALL,LTLCILINCING,"LTLTELUK JAMBE TIMUR"
13538,LTL(TRIP_ONCALL),DEFAULT,ALL,LTLCILINCING,"LTLTELUK JAMBE TIMUR"
13675,LTL(TRIP_ONCALL),DEFAULT,ALL,LTLCILINCING,LTLCITEUREUP
13677,LTL(TRIP_ONCALL),DEFAULT,ALL,LTLCILINCING,LTLCITEUREUP
13839,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLTAMBUN
13840,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLTAMBUN
13848,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCAMPAKA
13850,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLSUKADIRI
13851,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLSUKADIRI
13852,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLSUKADIRI
13853,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLPANONGAN
13854,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLPANONGAN
13863,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLKARAWANG TIMUR"
13874,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLCIKARANG TIMUR"
13875,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLKARAWANG TIMUR"
13904,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLTAMBUN
13951,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLCIKARANG TIMUR"
13979,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLKARAWANG TIMUR"
13980,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLKARAWANG TIMUR"
14013,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLKARAWANG TIMUR"
14016,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLCIKARANG TIMUR"
14019,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLSUKADIRI
14028,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLTAMBUN
14035,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLKARAWANG TIMUR"
14048,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLKARAWANG TIMUR"
14050,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLCIKARANG TIMUR"
14051,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLCIKARANG TIMUR"
14053,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCAMPAKA
14054,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCAMPAKA
14055,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCAMPAKA
14056,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCAMPAKA
14062,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLSUKADIRI
14063,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLSUKADIRI
14065,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLPANONGAN
14066,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLPANONGAN
14095,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCITEUREUP
14104,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLTAMBUN
14114,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLTAMBUN
14168,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLCIKARANG TIMUR"
14171,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLCIKARANG TIMUR"
14180,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLTAMBUN
14186,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCAMPAKA
14187,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCAMPAKA
14191,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLSUKADIRI
14192,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLPANONGAN
14193,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLPANONGAN
14194,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLPANONGAN
14261,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCITEUREUP
14262,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCITEUREUP
14263,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCITEUREUP
14290,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCITEUREUP
14320,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLTAMBUN SELATAN"
14321,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLTAMBUN SELATAN"
14322,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLTAMBUN SELATAN"
14323,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLTAMBUN SELATAN"
14324,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLTAMBUN SELATAN"
14325,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLTAMBUN SELATAN"
14358,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCILEUNGSI
14359,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCITEUREUP
14365,LTL(TRIP_ONCALL),DEFAULT,ALL,LTLCILINCING,LTLCITEUREUP
14366,LTL(TRIP_ONCALL),DEFAULT,ALL,LTLCILINCING,LTLCITEUREUP
14367,LTL(TRIP_ONCALL),DEFAULT,ALL,LTLCILINCING,LTLCITEUREUP
14368,LTL(TRIP_ONCALL),DEFAULT,ALL,LTLCILINCING,LTLCITEUREUP
14385,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLTELUK JAMBE TIMUR"
14386,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLTELUK JAMBE TIMUR"
14387,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLTELUK JAMBE TIMUR"
14388,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLTELUK JAMBE TIMUR"
14389,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLTELUK JAMBE TIMUR"
14400,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCILEUNGSI
14412,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLTELUK JAMBE TIMUR"
14519,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLTELUK JAMBE TIMUR"
14530,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCITEUREUP
14544,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLTAMBUN SELATAN"
14596,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLKARAWANG TIMUR","LTLTANJUNG PRIOK"
14599,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLKARAWANG TIMUR","LTLTANJUNG PRIOK"
14619,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCILEUNGSI
14621,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCILEUNGSI
14622,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCILEUNGSI
14623,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCILEUNGSI
14624,LTL(TRIP_ONCALL),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCILEUNGSI
14651,LTL_DC8(RENT_VAR),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCITEUREUP
14673,LTL_DC8(RENT_VAR),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCILEUNGSI
14727,LTL_DC8(RENT_VAR),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLTELUK JAMBE TIMUR"
14732,LTL_DC8(RENT_VAR),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLTAMBUN SELATAN"
14747,LTL_DC8(RENT_VAR),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLKARAWANG TIMUR"
14748,LTL_DC8(RENT_VAR),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLTAMBUN
14751,LTL_DC8(RENT_VAR),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLSUKADIRI
14752,LTL_DC8(RENT_VAR),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLPANONGAN
14761,LTL_DC8(RENT_VAR),DEFAULT,ALL,"LTLCIKARANG BARAT","LTLCIKARANG TIMUR"
14771,LTL_DC8(RENT_VAR),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCAMPAKA
14775,LTL_HIBLOW(RENT_VAR),DEFAULT,ALL,LTLCILINCING,LTLCILEUNGSI
14779,LTL_HIBLOW(RENT_VAR),DEFAULT,ALL,"LTLCIKARANG BARAT",LTLCILEUNGSI
14814,LTL_SBY(TRIP),DEFAULT,ALL,LTLKEBOMAS,LTLNGANJUK
14901,LTL_SBY(TRIP),DEFAULT,ALL,LTLKEBOMAS,LTLNGANJUK
15057,LTL_SBY(TRIP),DEFAULT,ALL,LTLNGANJUK,LTLASEMROWO(BL)
15102,LTL_SBY(TRIP),DEFAULT,ALL,LTLNGANJUK,LTLKEBOMAS(BL)
15171,LTL_SBY(TRIP),DEFAULT,ALL,LTLASEMROWO,LTLNGANJUK
15188,LTL_SBY(TRIP),DEFAULT,ALL,LTLNGANJUK,LTLKEBOMAS(BL)
15217,LTL_SBY(TRIP),DEFAULT,ALL,LTLNGANJUK,LTLKEBOMAS(BL)
15406,LTL_SBY(TRIP),DEFAULT,ALL,LTLNGANJUK,LTLASEMROWO(BL)
15413,LTL_SBY(TRIP),DEFAULT,ALL,LTLNGANJUK,LTLASEMROWO(BL)
15428,LTL_SBY(TRIP),DEFAULT,ALL,LTLNGANJUK,LTLASEMROWO(BL)
15533,LTL_SBY(TRIP),DEFAULT,ALL,LTLNGANJUK,LTLKEBOMAS(BL)
15581,LTL_SBY(TRIP),DEFAULT,ALL,LTLNGANJUK,LTLASEMROWO(BL)
15848,LTL_SBY(TRIP),DEFAULT,ALL,LTLNGANJUK,LTLASEMROWO(BL)
15874,LTL_SBY(TRIP),DEFAULT,ALL,LTLKEBOMAS,LTLNGANJUK
15934,LTL_SBY(TRIP),DEFAULT,ALL,LTLASEMROWO,LTLNGANJUK
16009,LTL_SBY(TRIP),DEFAULT,ALL,LTLASEMROWO,LTLNGANJUK
16040,LTL_SBY(TRIP),DEFAULT,ALL,LTLNGANJUK,LTLKEBOMAS(BL)
16164,LTL_SBY(TRIP),DEFAULT,ALL,LTLNGANJUK,LTLKEBOMAS(BL)
16302,LTL_SBY(TRIP),DEFAULT,ALL,LTLNGANJUK,LTLKEBOMAS(BL)
16325,LTL_SBY(TRIP),DEFAULT,ALL,LTLNGANJUK,LTLKEBOMAS(BL)
16367,LTL_SBY(TRIP),DEFAULT,ALL,LTLNGANJUK,LTLASEMROWO(BL)
16391,LTL_SBY(TRIP),DEFAULT,ALL,LTLNGANJUK,LTLASEMROWO(BL)
16541,LTL_SBY(TRIP),DEFAULT,ALL,LTLKEBOMAS,LTLNGANJUK
16589,LTL_SBY(TRIP),DEFAULT,ALL,LTLKEBOMAS,LTLNGANJUK
16635,LTL_SBY(TRIP),DEFAULT,ALL,LTLASEMROWO,LTLNGANJUK
16662,LTL_SBY(TRIP),DEFAULT,ALL,LTLASEMROWO,LTLNGANJUK
16697,LTL_SBY(TRIP),DEFAULT,ALL,LTLNGANJUK,LTLASEMROWO(BL)
16748,LTL_SBY(TRIP),DEFAULT,ALL,LTLNGANJUK,LTLASEMROWO(BL)
16869,LTL_SBY(TRIP),DEFAULT,ALL,LTLKEBOMAS,LTLNGANJUK
16913,LTL_SBY(TRIP),DEFAULT,ALL,LTLASEMROWO,LTLNGANJUK
17139,LTL_SBY(TRIP),DEFAULT,ALL,LTLASEMROWO,LTLNGANJUK
17187,LTL_SBY(TRIP),DEFAULT,ALL,LTLASEMROWO,LTLNGANJUK
17271,LTL_SBY(TRIP),DEFAULT,ALL,LTLKEBOMAS,LTLNGANJUK
17291,LTL_SBY(TRIP),DEFAULT,ALL,LTLKEBOMAS,LTLNGANJUK
17622,LTL_SBY(TRIP),DEFAULT,ALL,LTLASEMROWO,"LTLPRAJURIT KULON"
17623,LTL_SBY(TRIP),DEFAULT,ALL,LTLASEMROWO,"LTLPRAJURIT KULON"
17631,LTL_SBY(TRIP),DEFAULT,ALL,LTLASEMROWO,"LTLPRAJURIT KULON"
17632,LTL_SBY(TRIP),DEFAULT,ALL,LTLASEMROWO,"LTLPRAJURIT KULON"
